danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,duration_ms,time_signature,spotify_song,spotify_album,spotify_artist,billboard_name,billboard_artist,popularity,release_date,explicit,billboard_df_index
0.575,0.735,10,-2.873,0,0.061,0.12,0.0,0.109,0.501,119.41,audio_features,0Td1hJZTeVn9yEl2YJmQhF,spotify:track:0Td1hJZTeVn9yEl2YJmQhF,330507,4,Friend Of Mine,"Def Jam 25, Vol. 11 - Cheers To You (Explicit Version)",Kelly Price,friend of mine,kelly price,26,2009-01-01,False,3872
0.371,0.609,11,-5.524,1,0.0295,0.386,0.0,0.104,0.426,136.526,audio_features,0P2JzaYzjnl7wkvPnbcloB,spotify:track:0P2JzaYzjnl7wkvPnbcloB,266533,3,I'll Be,90s Love Songs,Edwin McCain,ill be,edwin mccain,9,2023-05-06,False,3874
0.561,0.909,3,-7.878,1,0.0312,0.00118,0.46,0.0713,0.71,127.172,audio_features,4Fpsa3pYc3gozrxHRRPvR6,spotify:track:4Fpsa3pYc3gozrxHRRPvR6,320693,4,Ray of Light,Ray of Light,Madonna,ray of light,madonna,61,1998-03-03,False,3875
0.633,0.754,8,-6.495,1,0.0382,0.0316,2.27e-05,0.091,0.641,137.047,audio_features,2skmOCFU64Bg7Ytkgwliwe,spotify:track:2skmOCFU64Bg7Ytkgwliwe,218707,4,All For You,...Somewhere More Familiar,Sister Hazel,all for you,sister hazel,67,1997-01-01,False,3876
0.863,0.476,8,-10.02,0,0.0931,0.0314,0.0509,0.0706,0.793,115.459,audio_features,1IwPIHkG4R0kjXnGp7n3Tc,spotify:track:1IwPIHkG4R0kjXnGp7n3Tc,285827,4,Touch It,Nineties Nostalgia,Monifah,touch it,monifah,39,2020-03-13,True,3877
0.703,0.745,9,-3.9,0,0.285,0.0055,0.0,0.218,0.47,95.48,audio_features,5OKlEDOsfkeWS7maDed9VC,spotify:track:5OKlEDOsfkeWS7maDed9VC,273120,4,"Money, Power & Respect - Club Mix",Party Hip Hop,The LOX,money power  respect,the lox,0,2023-05-05,True,3878
0.387,0.882,9,-6.605,1,0.0382,0.0433,0.0,0.471,0.523,171.071,audio_features,7gtlVjSlIJwrWrUwLuvf3m,spotify:track:7gtlVjSlIJwrWrUwLuvf3m,360200,4,Bitter Sweet Symphony,Festival Anthems,The Verve,bitter sweet symphony,the verve,1,2023-05-02,False,3879
0.888,0.536,11,-9.585,0,0.306,0.0169,0.0,0.0974,0.705,103.166,audio_features,6dHQvbh9YxMzrcBIYd91WT,spotify:track:6dHQvbh9YxMzrcBIYd91WT,217533,4,Dangerous,When Disaster Strikes...,Busta Rhymes,dangerous,busta rhymes,28,1997,False,3880
0.556,0.993,1,-5.067,1,0.0464,0.0105,0.0341,0.403,0.702,124.016,audio_features,5qGwqO0lkbBXw4xNfzT7SF,spotify:track:5qGwqO0lkbBXw4xNfzT7SF,173667,4,Spice Up Your Life,Spiceworld,Spice Girls,spice up your life,spice girls,68,1997-01-01,False,3881
0.731,0.595,0,-7.566,1,0.0271,0.302,0.0,0.107,0.495,104.499,audio_features,4NCw4yDSGuGSpAxmZNCmTN,spotify:track:4NCw4yDSGuGSpAxmZNCmTN,296040,4,Because Of You,98 Degrees And Rising,98º,because of you,98 degrees,50,1998-01-01,False,3882
0.541,0.414,0,-13.158,0,0.0304,0.324,0.114,0.099,0.287,120.279,audio_features,3D9u1UpCD8FU7LZFsMvVZQ,spotify:track:3D9u1UpCD8FU7LZFsMvVZQ,364478,4,The Mummers' Dance,The Book of Secrets,Loreena McKennitt,the mummers dance,loreena mckennitt,48,1997-03-07,False,3883
0.594,0.541,1,-6.689,1,0.025,0.117,0.0,0.0942,0.18,139.827,audio_features,4YyuwoqVL9qudymoZ6n69O,spotify:track:4YyuwoqVL9qudymoZ6n69O,268627,4,All Cried Out,90s R&B,Allure,all cried out,allure,22,2014-09-26,False,3884
0.9,0.619,4,-6.518,0,0.312,0.203,0.00156,0.0647,0.864,94.121,audio_features,3GKL13lkM5nRc4zC1lIOrR,spotify:track:3GKL13lkM5nRc4zC1lIOrR,236800,4,Still Not a Player (feat. Joe) - Radio Version,Capital Punishment (Explicit Version),Big Pun,still not a player,big pun,72,1998-04-28,False,3885
0.702,0.493,7,-7.631,1,0.041,0.399,0.0,0.112,0.333,125.389,audio_features,5otUV0LUycAHXqGVz8bZY0,spotify:track:5otUV0LUycAHXqGVz8bZY0,270933,4,The One I Gave My Heart To,One In A Million,Aaliyah,the one i gave my heart to,aaliyah,52,1996-08-27,False,3886
0.296,0.0724,5,-16.457,1,0.0374,0.945,0.000334,0.0948,0.178,131.397,audio_features,2LflDhyBXVNrfmHxAayS3K,spotify:track:2LflDhyBXVNrfmHxAayS3K,340667,4,Foolish Games,Pieces Of You,Jewel,foolish games,jewel,58,1995-02-28,False,3887
0.705,0.614,2,-14.09,1,0.0474,0.0463,0.00822,0.205,0.404,133.98,audio_features,4HSBwLv6RbGzwfzuZm3W2y,spotify:track:4HSBwLv6RbGzwfzuZm3W2y,233147,4,L Y D (Love You Down),L Y D (Love You Down),INOJ,love you down,inoj,30,2017-07-28,False,3888
0.874,0.63,1,-3.585,1,0.298,0.0578,0.00479,0.0582,0.717,95.0,audio_features,4AE7Lj39VnSZNOmGH2iZaq,spotify:track:4AE7Lj39VnSZNOmGH2iZaq,281600,4,Do For Love,R U Still Down? [Remember Me],2Pac,do for love,2pac,77,1997-01-01,True,3889
0.82,0.821,1,-6.517,0,0.289,0.0475,0.0,0.482,0.682,142.461,audio_features,6OEgOFzcW4I3GeKMTd2L7u,spotify:track:6OEgOFzcW4I3GeKMTd2L7u,209867,4,Raise The Roof,Changin' The Game,Luke,raise the roof,luke,7,1997-01-01,False,3890
0.637,0.406,6,-12.1,1,0.0235,0.844,0.000176,0.0875,0.35,96.178,audio_features,0zLMsK6UeAP4KrbekFbHvC,spotify:track:0zLMsK6UeAP4KrbekFbHvC,298133,4,Heaven,Nu Flavor,Nu Flavor,heaven,nu flavor,40,1997,False,3891
0.903,0.543,1,-9.651,1,0.251,0.0283,0.0,0.24,0.633,100.884,audio_features,6tWDbwoT3rjv37EjnXWINN,spotify:track:6tWDbwoT3rjv37EjnXWINN,256640,4,The Party Continues (feat. Da Brat & Usher) - Video Version,Life In 1472 (The Original Soundtrack),Jermaine Dupri,the party continues,jermaine dupri,27,1998,True,3892
0.874,0.498,8,-9.108,1,0.233,0.00791,0.00375,0.102,0.599,81.997,audio_features,08bn759cPYICtUPoYx29P0,spotify:track:08bn759cPYICtUPoYx29P0,257467,4,Sock It 2 Me (feat. Da Brat),Supa Dupa Fly,Missy Elliott,sock it 2 me,missy elliott,54,1997-07-11,True,3893
0.735,0.419,1,-9.221,0,0.0467,0.0952,0.0,0.0918,0.577,108.052,audio_features,73VfOqjmCXD7Mf6odqswjR,spotify:track:73VfOqjmCXD7Mf6odqswjR,294893,4,Butta Love,Platinum & Gold Collection,Next,butta love,next,25,2004-04-30,True,3894
0.624,0.841,8,-6.358,0,0.254,0.171,0.0,0.0257,0.803,175.886,audio_features,0RRqdPaYZqHk0qfRIhXH6C,spotify:track:0RRqdPaYZqHk0qfRIhXH6C,266133,4,A Rose Is Still a Rose,90s R&B,Aretha Franklin,a rose is still a rose,aretha franklin,16,2014-09-26,False,3895
0.591,0.489,1,-10.509,1,0.0385,0.806,1.25e-05,0.116,0.196,98.471,audio_features,1TyNecZDYU3BP3EitfpgnT,spotify:track:1TyNecZDYU3BP3EitfpgnT,292400,4,4 Seasons Of Loneliness,Evolution,Boyz II Men,4 seasons of loneliness,boyz ii men,52,1997-03-23,False,3896
0.754,0.519,7,-10.928,0,0.241,0.0486,0.074,0.158,0.608,98.825,audio_features,7JXFCtDRnftvbZjukyIRRB,spotify:track:7JXFCtDRnftvbZjukyIRRB,284667,4,Father,Phenomenon,LL COOL J,father,ll cool j,26,1997-01-01,True,3897
0.738,0.659,1,-5.193,1,0.0653,0.0979,0.0,0.252,0.373,116.485,audio_features,4DDhR1Zd6WYbNiCd13Uu4i,spotify:track:4DDhR1Zd6WYbNiCd13Uu4i,391040,4,Thinkin' Bout It,The Best of Gerald Levert,Gerald Levert,thinkin bout it,gerald levert,37,2010-08-29,False,3898
0.658,0.536,8,-5.432,1,0.0367,0.194,8.79e-06,0.251,0.386,119.958,audio_features,3c2LG7Yz4M8NLf1CuZZXWP,spotify:track:3c2LG7Yz4M8NLf1CuZZXWP,260760,4,Nobody's Supposed To Be Here (Original Version),Dance Vault Mixes - Nobody's Supposed To Be Here,Deborah Cox,nobodys supposed to be here,deborah cox,21,2006-07-11,False,3899
0.689,0.582,7,-8.004,1,0.0459,0.173,0.0,0.413,0.353,82.426,audio_features,48A4gwlHUzUfNCmDpJAlYD,spotify:track:48A4gwlHUzUfNCmDpJAlYD,231667,4,Westside - Radio Edit,Pure... 90s,TQ,westside,tq,24,2012-07-13,False,3900
0.653,0.933,6,-6.041,1,0.0522,0.00754,0.0,0.0574,0.429,132.965,audio_features,3rqmgAkqrzItsIrMDlwgT6,spotify:track:3rqmgAkqrzItsIrMDlwgT6,238693,4,Believe,90's Super Hits,Cher,believe,cher,1,2023-05-05,False,3901
0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,audio_features,1KGi9sZVMeszgZOWivFpxs,spotify:track:1KGi9sZVMeszgZOWivFpxs,214400,4,No Scrubs,Fanmail,TLC,no scrubs,tlc,82,1999-02-23,False,3902
0.592,0.562,10,-6.869,0,0.0239,0.00373,3.23e-05,0.223,0.208,90.16,audio_features,1AM1o0mKbgAK5oMpY8B3Z7,spotify:track:1AM1o0mKbgAK5oMpY8B3Z7,250173,4,Angel of Mine,The Boy Is Mine,Monica,angel of mine,monica,66,1998-07-13,False,3903
0.724,0.535,3,-7.616,0,0.0588,0.0477,0.0,0.0314,0.664,133.816,audio_features,4J9u7UsXH7F6sFI32KnYuP,spotify:track:4J9u7UsXH7F6sFI32KnYuP,281493,4,Heartbreak Hotel (feat. Faith Evans & Kelly Price),My Love Is Your Love,Whitney Houston,heartbreak hotel,whitney houston,57,1998-11-17,False,3904
0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,audio_features,3MjUtNVVq3C8Fn0MP3zhXa,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,211067,4,...Baby One More Time,...Baby One More Time (Digital Deluxe Version),Britney Spears,baby one more time,britney spears,80,1999-01-12,False,3905
0.526,0.749,3,-6.964,1,0.0283,0.023,1.76e-06,0.0692,0.421,99.982,audio_features,754kgU5rWscRTfvlsuEwFp,spotify:track:754kgU5rWscRTfvlsuEwFp,208680,4,Kiss Me,Sixpence None the Richer,Sixpence None The Richer,kiss me,sixpence none the richer,80,1997-11-22,False,3906
0.633,0.8,1,-6.945,1,0.166,0.209,0.000123,0.137,0.913,175.716,audio_features,11mwFrKvLXCbcVGNxffGyP,spotify:track:11mwFrKvLXCbcVGNxffGyP,217573,4,Genie In a Bottle,Christina Aguilera (Expanded Edition),Christina Aguilera,genie in a bottle,christina aguilera,74,1999,False,3907
0.829,0.674,8,-4.493,1,0.0362,0.0838,0.00174,0.102,0.974,109.917,audio_features,6Neq7tjnknt4URNI8txFL4,spotify:track:6Neq7tjnknt4URNI8txFL4,220200,4,Every Morning - Remastered,The Best Of Sugar Ray,Sugar Ray,every morning,sugar ray,59,2005-06-17,False,3908
0.658,0.536,8,-5.432,1,0.0367,0.194,8.79e-06,0.251,0.386,119.958,audio_features,3c2LG7Yz4M8NLf1CuZZXWP,spotify:track:3c2LG7Yz4M8NLf1CuZZXWP,260760,4,Nobody's Supposed To Be Here (Original Version),Dance Vault Mixes - Nobody's Supposed To Be Here,Deborah Cox,nobodys supposed to be here,deborah cox,21,2006-07-11,False,3909
0.425,0.954,1,-3.756,0,0.0476,0.00414,0.0,0.0555,0.933,178.043,audio_features,0Ph6L4l8dYUuXFmb71Ajnd,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,243160,4,Livin' la Vida Loca,Ricky Martin,Ricky Martin,livin la vida loca,ricky martin,76,1999,False,3910
0.705,0.725,4,-7.435,1,0.0506,0.0352,0.0149,0.194,0.76,92.186,audio_features,4VSyH8AkIt3kaR5xIPFVVi,spotify:track:4VSyH8AkIt3kaR5xIPFVVi,166693,4,Where My Girls At,702,702,where my girls at,702,65,1999-01-01,False,3911
0.68,0.625,11,-7.0,0,0.0353,0.0645,5.81e-05,0.109,0.814,94.02,audio_features,3x4yV0hW5Ve3TKhFkXSqFn,spotify:track:3x4yV0hW5Ve3TKhFkXSqFn,266000,4,If You Had My Love,On The 6,Jennifer Lopez,if you had my love,jennifer lopez,64,1999-06-01,False,3912
0.371,0.845,8,-4.199,1,0.0399,0.00753,0.0,0.0556,0.472,112.207,audio_features,5UwEnTtTmFpx4lhZQye0Hh,spotify:track:5UwEnTtTmFpx4lhZQye0Hh,213200,4,Slide,Rock..¡Por La Cara!,The Goo Goo Dolls,slide,goo goo dolls,0,2023-05-05,False,3913
0.698,0.533,2,-6.246,1,0.0436,0.546,0.0,0.333,0.275,133.992,audio_features,5n330m9aoXDySfqvBgrKLk,spotify:track:5n330m9aoXDySfqvBgrKLk,273440,4,Have You Ever,90s Love Songs,Brandy,have you ever,brandy,0,2023-05-06,False,3914
0.689,0.694,6,-5.83,0,0.027,0.257,0.0,0.148,0.482,99.039,audio_features,47BBI51FKFwOMlIiX6m8ya,spotify:track:47BBI51FKFwOMlIiX6m8ya,213307,4,I Want It That Way,Millennium,Backstreet Boys,i want it that way,backstreet boys,83,1999-05-18,False,3915
0.62,0.504,0,-7.26,1,0.0301,0.669,0.0,0.11,0.266,112.681,audio_features,0QWFiyhOqFu9RP8qzP6z5L,spotify:track:0QWFiyhOqFu9RP8qzP6z5L,332067,4,I'm Your Angel (with Céline Dion),R.,R. Kelly,im your angel,r kelly,51,1998-11-08,False,3916
0.731,0.867,11,-5.881,1,0.032,0.0394,0.0,0.0861,0.776,104.02,audio_features,7pJz5SclGCnDv2YwySk5nG,spotify:track:7pJz5SclGCnDv2YwySk5nG,200373,4,All Star,Himnos para cantar a grito herido,Smash Mouth,all star,smash mouth,0,2023-05-05,False,3917
0.532,0.0744,1,-16.092,1,0.0355,0.949,1.22e-05,0.106,0.125,117.131,audio_features,3xZMPZQYETEn4hjor3TR1A,spotify:track:3xZMPZQYETEn4hjor3TR1A,270400,3,Angel,Surfacing,Sarah McLachlan,angel,sarah mclachlan,68,1997-08-29,False,3918
0.609,0.923,9,-3.908,1,0.0338,0.16,4.73e-06,0.295,0.961,115.996,audio_features,0n2SEXB2qoRQg171q7XqeW,spotify:track:0n2SEXB2qoRQg171q7XqeW,294987,4,Smooth (feat. Rob Thomas),Supernatural (Remastered),Santana,smooth,santana,71,1999-06-15,False,3919
0.648,0.622,7,-6.063,1,0.0428,0.00152,5.97e-05,0.109,0.51,88.684,audio_features,0BUoLE4o9eVahDHvTqak67,spotify:track:0BUoLE4o9eVahDHvTqak67,278067,4,Unpretty,Fanmail,TLC,unpretty,tlc,64,1999-02-23,False,3920
0.845,0.576,11,-5.15,0,0.153,0.139,0.0,0.0764,0.461,127.641,audio_features,1Oi2zpmL81Q0yScF1zxaC0,spotify:track:1Oi2zpmL81Q0yScF1zxaC0,256027,4,"Bills, Bills, Bills",The Writing's On The Wall,Destiny's Child,bills bills bills,destinys child,73,1999-07-27,False,3921
0.547,0.707,0,-8.74,1,0.0338,8.14e-05,0.000149,0.285,0.654,119.576,audio_features,0smyCrJiibi2uwCiq5R1vj,spotify:track:0smyCrJiibi2uwCiq5R1vj,242733,4,Save Tonight,Desireless,Eagle-Eye Cherry,save tonight,eagle eye cherry,73,1998-01-01,False,3922
0.622,0.692,7,-6.97,1,0.0276,0.363,0.000158,0.193,0.774,112.053,audio_features,0QnONzv3TvHAWk294h6DaQ,spotify:track:0QnONzv3TvHAWk294h6DaQ,195467,4,Last Kiss,Last Kiss,Pearl Jam,last kiss,pearl jam,72,1999,False,3923
0.738,0.357,10,-9.081,0,0.0592,0.116,1.52e-06,0.26,0.341,126.141,audio_features,51bqilO0A6NhPb9ewVAKDs,spotify:track:51bqilO0A6NhPb9ewVAKDs,299200,4,Fortunate,R&B para estudiar,Maxwell,fortunate,maxwell,10,2023-05-05,False,3924
0.73,0.553,1,-7.84,1,0.0286,0.0357,0.0,0.0679,0.358,96.021,audio_features,2aNG1zFgAuHqYWhNbiIOF8,spotify:track:2aNG1zFgAuHqYWhNbiIOF8,274627,4,All I Have to Give,Backstreet's Back,Backstreet Boys,all i have to give,backstreet boys,61,1997-08-12,False,3925
0.629,0.885,7,-4.508,1,0.0384,0.0532,0.00252,0.105,0.567,99.881,audio_features,1ySwd43oWXbrytN2BD0Mhb,spotify:track:1ySwd43oWXbrytN2BD0Mhb,212693,4,"Bailamos - From ""Wild Wild West""",Enrique,Enrique Iglesias,bailamos,enrique iglesias,63,1999-01-01,False,3926
0.797,0.934,1,-4.507,1,0.0926,0.204,0.0,0.119,0.519,116.438,audio_features,0FpLfrOyHblbDlHUsrPN1N,spotify:track:0FpLfrOyHblbDlHUsrPN1N,324400,4,What's It Gonna Be?! (feat. Janet Jackson),Extinction Level Event: The Final World Front,Busta Rhymes,whats it gonna be,busta rhymes,52,1998,True,3927
0.652,0.584,0,-6.703,1,0.0269,0.0916,0.00707,0.114,0.417,85.189,audio_features,0qyGnKAl4tNe63afkTwXFR,spotify:track:0qyGnKAl4tNe63afkTwXFR,304307,4,What It's Like,Whitey Ford Sings The Blues,Everlast,what its like,everlast,34,1998-09-08,False,3928
0.597,0.868,7,-5.095,1,0.0526,0.0212,0.0,0.664,0.709,160.021,audio_features,2aoZeWI7LNYnekBhNyXqNS,spotify:track:2aoZeWI7LNYnekBhNyXqNS,221893,4,Fly Away,Rock'n'roll Party,Lenny Kravitz,fly away,lenny kravitz,1,2023-04-28,False,3929
0.743,0.67,1,-4.547,0,0.0293,0.0108,0.0702,0.22,0.934,110.832,audio_features,6NcHJ23mLQKnVxQcOmT7JW,spotify:track:6NcHJ23mLQKnVxQcOmT7JW,243333,4,Someday - Remastered,The Best Of Sugar Ray,Sugar Ray,someday,sugar ray,56,2005-06-17,False,3930
0.582,0.665,2,-6.992,1,0.0517,0.123,0.0,0.12,0.444,122.318,audio_features,5pgkdQi8HMQHYrJCB4GLsA,spotify:track:5pgkdQi8HMQHYrJCB4GLsA,218070,4,Lately,Summertime vol 4,Divine,lately,divine,15,1996-04-26,False,3931
0.757,0.757,1,-7.598,1,0.0389,0.235,0.0,0.0474,0.967,124.956,audio_features,4FUfoWMypAyWbOavmYyeNu,spotify:track:4FUfoWMypAyWbOavmYyeNu,218867,4,That Don't Impress Me Much,Come On Over,Shania Twain,that dont impress me much,shania twain,70,1997-11-04,False,3932
0.861,0.597,10,-7.221,0,0.162,0.0983,0.0,0.176,0.694,107.016,audio_features,5AMvBCtX2rspUdoeJ9IsPN,spotify:track:5AMvBCtX2rspUdoeJ9IsPN,268453,4,Wild Wild West (feat. Dru Hill & Kool Mo Dee) - Album Version With Intro,Willennium,Will Smith,wild wild west,will smith,55,1999-11-16,False,3933
0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,audio_features,1G391cbiT3v3Cywg8T7DM1,spotify:track:1G391cbiT3v3Cywg8T7DM1,215907,4,Scar Tissue,Californication (Deluxe Edition),Red Hot Chili Peppers,scar tissue,red hot chili peppers,82,1999-06-08,False,3934
0.524,0.816,1,-5.872,1,0.37,0.383,0.0,0.349,0.789,200.031,audio_features,0jsANwwkkHyyeNyuTFq2XO,spotify:track:0jsANwwkkHyyeNyuTFq2XO,285707,4,Heartbreaker (feat. Jay-Z),Rainbow,Mariah Carey,heartbreaker,mariah carey,66,1999-11-02,False,3935
0.612,0.521,7,-7.647,1,0.0304,0.174,0.0,0.103,0.175,118.016,audio_features,2feekrJqyB9lBEBgC54IQn,spotify:track:2feekrJqyB9lBEBgC54IQn,236467,4,I Still Believe,I Still Believe EP,Mariah Carey,i still believe,mariah carey,55,1998-11-17,False,3936
0.721,0.498,10,-7.43,1,0.0274,0.182,0.0,0.0769,0.558,88.007,audio_features,6PuaQbH3oPmj9XojS0SRaO,spotify:track:6PuaQbH3oPmj9XojS0SRaO,274600,4,The Hardest Thing,98 Degrees And Rising,98º,the hardest thing,98 degrees,54,1998-01-01,False,3937
0.818,0.807,7,-5.49,1,0.143,0.166,0.0,0.0832,0.734,99.776,audio_features,0QqHsY5aaUoZdoBF4ebe15,spotify:track:0QqHsY5aaUoZdoBF4ebe15,258040,4,Summer Girls,Lyte Funkie Ones,LFO,summer girls,lfo,38,1999-09-13,False,3938
0.811,0.775,6,-5.724,1,0.507,0.306,0.0,0.0756,0.95,90.969,audio_features,7HjdlG4YhyHfZcGCx3HY7s,spotify:track:7HjdlG4YhyHfZcGCx3HY7s,102000,4,Can I Get A... - Live On MTV Unplugged / 2001,Jay-Z Unplugged (Live On MTV Unplugged / 2001),JAY-Z,can i get a,jay z,30,2001-12-18,True,3939
0.599,0.543,0,-9.226,1,0.0302,0.0129,0.00204,0.291,0.624,91.105,audio_features,3354J49VpkbZJho7Ztdzpw,spotify:track:3354J49VpkbZJho7Ztdzpw,272973,4,Jumper - 1998 Edit,Third Eye Blind,Third Eye Blind,jumper,third eye blind,68,1997-04-08,False,3940
0.535,0.505,2,-8.926,0,0.245,0.0393,0.0,0.0923,0.495,99.935,audio_features,0uEp9E98JB5awlA084uaIg,spotify:track:0uEp9E98JB5awlA084uaIg,320267,4,Doo Wop (That Thing),The Miseducation of Lauryn Hill,Ms. Lauryn Hill,doo wop that thing,lauryn hill,77,1998-08-25,False,3941
0.622,0.807,5,-6.752,0,0.408,0.103,0.0,0.306,0.892,174.06,audio_features,6x4tKaOzfNJpEJHySoiJcs,spotify:track:6x4tKaOzfNJpEJHySoiJcs,220293,4,Mambo No. 5 (a Little Bit of...),A Little Bit of Mambo,Lou Bega,mambo no 5,lou bega,78,1999-07-19,False,3942
0.588,0.522,9,-6.254,0,0.0383,0.233,0.0,0.24,0.584,66.024,audio_features,1Dx8rIZaXzZPvUQRF2j9hB,spotify:track:1Dx8rIZaXzZPvUQRF2j9hB,290600,4,Sweet Lady,Tyrese,Tyrese,sweet lady,tyrese,62,1998-08-31,False,3943
0.805,0.802,1,-7.076,1,0.1,0.162,0.000883,0.0698,0.531,127.924,audio_features,7861kBrZ5aw7o4NfggcyYW,spotify:track:7861kBrZ5aw7o4NfggcyYW,292400,4,It's Not Right But It's Okay,My Love Is Your Love,Whitney Houston,its not right but its okay,whitney houston,68,1998-11-17,False,3944
0.375,0.527,10,-8.422,1,0.0507,0.449,0.0,0.305,0.303,167.242,audio_features,08zfRiERqpy7J0x8akk7zt,spotify:track:08zfRiERqpy7J0x8akk7zt,241493,4,(God Must Have Spent) A Little More Time On You - Remix,'N Sync UK Version,*NSYNC,god must have spent a little more time on you,n sync,54,1997,False,3945
0.626,0.731,7,-8.0,1,0.0455,0.0211,0.00231,0.249,0.545,79.971,audio_features,4d7MBpTI6HtbTdSYNg7nvr,spotify:track:4d7MBpTI6HtbTdSYNg7nvr,329867,4,Lullaby,Soul's Core,Shawn Mullins,lullaby,shawn mullins,32,1998-10-06,False,3946
0.58,0.557,7,-6.045,0,0.278,0.183,0.0,0.109,0.858,125.875,audio_features,2dsNLJTPuPCk43rJapunJn,spotify:track:2dsNLJTPuPCk43rJapunJn,247213,4,Anywhere - 2016 Remaster,Bad Boy 20th Anniversary Box Set Edition,112,anywhere,112,27,2016-08-12,False,3947
0.696,0.521,3,-6.635,1,0.0343,0.189,0.0,0.117,0.552,134.28,audio_features,3fQtdmVB0cAe4Hs9e5bVQb,spotify:track:3fQtdmVB0cAe4Hs9e5bVQb,278600,4,Tell Me It's Real,It's Real,K-Ci & JoJo,tell me its real,k ci and jojo,57,1999-06-22,False,3948
0.437,0.554,7,-6.823,1,0.0288,0.0794,0.0,0.157,0.461,178.419,audio_features,3GUFcn27L50HJk6PBqg7bP,spotify:track:3GUFcn27L50HJk6PBqg7bP,337533,4,Back 2 Good - 2007 Remaster,Exile on Mainstream (International),Matchbox Twenty,back 2 good,matchbox twenty,20,2007-09-29,False,3949
0.89,0.408,1,-9.092,1,0.0653,0.00197,2.31e-05,0.0868,0.224,121.648,audio_features,0l2pw16FGmtvwbMNqMB7EC,spotify:track:0l2pw16FGmtvwbMNqMB7EC,254560,4,808,Blaque By Popular Demand,Blaque,808,blaque,25,2007-05-21,False,3950
0.537,0.84,9,-4.626,1,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,audio_features,7mnGQesk1TzQLzQ9bYWZPR,spotify:track:7mnGQesk1TzQLzQ9bYWZPR,224693,4,She's so High,Tal Bachman,Tal Bachman,shes so high,tal bachman,73,1999-02-23,False,3951
0.44,0.76,11,-5.747,1,0.0404,0.0485,0.0,0.155,0.327,81.003,audio_features,7rGqsR6e2UtGUhQ3kJOmSg,spotify:track:7rGqsR6e2UtGUhQ3kJOmSg,294787,4,Bella (She's All I Ever Had),17,Ricky Martin,shes all i ever had,ricky martin,32,2008,False,3952
0.877,0.534,1,-6.178,1,0.15,0.0339,1.67e-05,0.0441,0.89,108.17,audio_features,6e8Ou0wiqAzIpWb2eSxll8,spotify:track:6e8Ou0wiqAzIpWb2eSxll8,197560,4,Miami,Big Willie Style,Will Smith,miami,will smith,73,1997-10-03,False,3953
0.643,0.495,5,-10.176,0,0.0292,0.421,0.00123,0.082,0.319,127.219,audio_features,615auKcis6sGDrHk6UTeog,spotify:track:615auKcis6sGDrHk6UTeog,235000,4,Hands,Spirit,Jewel,hands,jewel,55,1998-11-17,False,3954
0.742,0.8,11,-5.418,0,0.258,0.00503,0.0,0.221,0.401,173.983,audio_features,0mzirOGaVWUKJO73ctowlZ,spotify:track:0mzirOGaVWUKJO73ctowlZ,234667,4,Who Dat - Edited,Pimpin On Wax,JT Money,who dat,jt money,13,1999,False,3955
0.477,0.543,1,-6.528,1,0.0277,0.17,1.75e-06,0.101,0.222,75.899,audio_features,7d1riffVH3AZhB8ICtGG9U,spotify:track:7d1riffVH3AZhB8ICtGG9U,294160,4,Please Remember Me,McGRAW (The Ultimate Collection),Tim McGraw,please remember me,tim mcgraw,25,2016-10-21,False,3956
0.305,0.323,7,-9.396,1,0.0284,0.483,0.0,0.107,0.103,135.803,audio_features,0Q7Jp3aCwfYnSnbMDoXWyR,spotify:track:0Q7Jp3aCwfYnSnbMDoXWyR,281533,4,From This Moment On,Come On Over,Shania Twain,from this moment on,shania twain,66,1997-11-04,False,3957
0.767,0.551,0,-7.328,1,0.0611,0.00364,0.0,0.0451,0.796,100.903,audio_features,7AaY8MOyxBLsUUmbmBJ6tA,spotify:track:7AaY8MOyxBLsUUmbmBJ6tA,275707,4,Love Like This,Throwback R&B,Faith Evans,love like this,faith evans,0,2023-04-28,False,3958
0.602,0.418,0,-9.285,1,0.0275,0.561,0.0,0.223,0.282,149.742,audio_features,19kOKCgA47sqwc2hpHiLsb,spotify:track:19kOKCgA47sqwc2hpHiLsb,427533,3,I Will Be Loving You,Jesse Powell,Jesse Powell,you,jesse powell,29,1996-01-01,False,3959
0.748,0.863,7,-6.059,1,0.0673,0.16,7.53e-06,0.242,0.471,124.113,audio_features,4C72ZHEPvNBiKNb0SjrAia,spotify:track:4C72ZHEPvNBiKNb0SjrAia,254493,4,Trippin' - PD Mix,Trippin' (Remixes),Total,trippin,total,10,1996,True,3960
0.624,0.442,9,-10.378,0,0.0347,0.185,0.0,0.0699,0.332,99.188,audio_features,6ZHDtkYAXtEBpE8xyQkoJA,spotify:track:6ZHDtkYAXtEBpE8xyQkoJA,337827,4,If You (Lovin' Me),Smooth R&B Slow Jams,Silk,if you,silk,0,2023-04-28,False,3961
